Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
5,8,2099.64,4,4,4,444,重要价值客户
78,1,259.17,2,1,1,211,流失客户
94,1,64.0,2,1,1,211,流失客户
23,3,1073.3,3,3,3,333,重要价值客户
262,1,77.3,1,1,1,111,流失客户
274,2,109.8,1,2,1,121,流失客户
86,4,1793.58,2,3,4,234,重要发展客户
197,1,3096.0,1,1,4,114,重要挽留客户
56,5,2607.61,2,4,4,244,重要发展客户
11,8,3650.41,4,4,4,444,重要价值客户
22,6,962.39,3,4,3,343,重要价值客户
16,7,5064.94,4,4,4,444,重要价值客户
108,3,423.72,2,3,2,232,一般保持客户
85,5,2388.75,2,4,4,244,重要发展客户
19,1,307.09,3,1,1,311,一般发展客户
333,1,110.95,1,1,1,111,流失客户
40,4,618.52,3,3,2,332,一般价值客户
26,1,228.91,3,1,1,311,一般发展客户
10,4,712.8000000000001,4,3,3,433,重要价值客户
29,12,3707.12,3,4,4,344,重要价值客户
14,4,1676.06,4,3,4,434,重要价值客户
296,1,1257.8700000000001,1,1,3,113,重要挽留客户
6,1,486.22,4,1,2,412,一般发展客户
33,4,971.76,3,3,3,333,重要价值客户
49,4,1741.22,3,3,4,334,重要价值客户
95,4,1201.06,2,3,3,233,重要发展客户
9,4,1437.85,4,3,3,433,重要价值客户
22,1,91.8,3,1,1,311,一般发展客户
313,1,112.75,1,1,1,111,流失客户
122,4,1688.29,2,3,4,234,重要发展客户
46,2,1021.48,3,2,3,323,重要保持客户
283,1,417.2,1,1,2,112,流失客户
19,4,791.33,3,3,3,333,重要价值客户
36,4,1319.19,3,3,3,333,重要价值客户
64,2,712.88,2,2,3,223,重要挽留客户
27,1,116.00999999999999,3,1,1,311,一般发展客户
22,3,468.41,3,3,2,332,一般价值客户
4,2,353.65,4,2,2,422,一般发展客户
16,3,2817.03,4,3,4,434,重要价值客户
46,1,492.84,3,1,2,312,一般发展客户
65,1,282.45,2,1,1,211,流失客户
26,11,5725.47,3,4,4,344,重要价值客户
45,1,121.18,3,1,1,311,一般发展客户
8,9,3957.78,4,4,4,444,重要价值客户
15,10,1701.29,4,4,4,444,重要价值客户
268,1,71.4,1,1,1,111,流失客户
40,3,1575.89,3,3,3,333,重要价值客户
337,1,236.02,1,1,1,111,流失客户
11,1,114.60000000000001,4,1,1,411,一般发展客户
19,2,260.68,3,2,1,321,一般发展客户
95,2,911.94,2,2,3,223,重要挽留客户
61,1,117.88,2,1,1,211,流失客户
136,1,60.7,2,1,1,211,流失客户
11,4,1797.78,4,3,4,434,重要价值客户
10,6,3401.2400000000002,4,4,4,444,重要价值客户
4,38,9817.12,4,4,4,444,重要价值客户
19,4,870.09,3,3,3,333,重要价值客户
10,4,869.46,4,3,3,433,重要价值客户
15,2,250.26000000000002,4,2,1,421,一般发展客户
59,6,1223.9,2,4,3,243,重要发展客户
30,8,5891.61,3,4,4,344,重要价值客户
94,1,353.48,2,1,2,212,流失客户
10,3,1197.42,4,3,3,433,重要价值客户
20,3,788.08,3,3,3,333,重要价值客户
57,5,1520.58,2,4,3,243,重要发展客户
268,1,333.74,1,1,2,112,流失客户
122,3,533.98,2,3,2,232,一般保持客户
127,1,62.63999999999999,2,1,1,211,流失客户
78,4,819.2900000000001,2,3,3,233,重要发展客户
240,2,847.41,1,2,3,123,重要挽留客户
200,2,163.20000000000002,1,2,1,121,流失客户
60,2,2155.95,2,2,4,224,重要挽留客户
3,7,6463.84,4,4,4,444,重要价值客户
273,1,108.21000000000001,1,1,1,111,流失客户
202,1,257.7,1,1,1,111,流失客户
81,1,358.0,2,1,2,212,流失客户
226,1,160.95,1,1,1,111,流失客户
4,14,2806.97,4,4,4,444,重要价值客户
13,7,1357.6,4,4,3,443,重要价值客户
74,2,605.12,2,2,2,222,流失客户
212,1,1031.07,1,1,3,113,重要挽留客户
25,2,744.85,3,2,3,323,重要保持客户
17,4,700.73,4,3,3,433,重要价值客户
262,1,329.56,1,1,2,112,流失客户
96,4,663.65,2,3,2,232,一般保持客户
112,3,270.40000000000003,2,3,1,231,一般保持客户
203,1,600.07,1,1,2,112,流失客户
93,1,121.74000000000001,2,1,1,211,流失客户
51,1,430.5,3,1,2,312,一般发展客户
18,6,1987.3,4,4,4,444,重要价值客户
18,4,501.12,4,3,2,432,一般价值客户
125,2,465.68,2,2,2,222,流失客户
92,3,711.41,2,3,3,233,重要发展客户
157,2,1030.4,1,2,3,123,重要挽留客户
9,2,399.51,4,2,2,422,一般发展客户
12,3,698.58,4,3,3,433,重要价值客户
62,1,292.32,2,1,1,211,流失客户
61,1,557.62,2,1,2,212,流失客户
269,2,944.1,1,2,3,123,重要挽留客户
263,1,200.29,1,1,1,111,流失客户
1,35,7454.07,4,4,4,444,重要价值客户
53,5,2107.66,2,4,4,244,重要发展客户
11,12,3834.2599999999998,4,4,4,444,重要价值客户
3,19,4521.49,4,4,4,444,重要价值客户
18,11,3214.69,4,4,4,444,重要价值客户
1,15,5346.2300000000005,4,4,4,444,重要价值客户
366,1,590.0,1,1,2,112,流失客户
37,1,217.38,3,1,1,311,一般发展客户
31,2,276.56,3,2,1,321,一般发展客户
113,1,138.98,2,1,1,211,流失客户
64,2,590.9300000000001,2,2,2,222,流失客户
16,4,258.4,4,3,1,431,一般价值客户
41,1,542.73,3,1,2,312,一般发展客户
78,1,137.75,2,1,1,211,流失客户
122,3,814.86,2,3,3,233,重要发展客户
18,3,1132.14,4,3,3,433,重要价值客户
60,2,93.66,2,2,1,221,流失客户
331,1,201.19,1,1,1,111,流失客户
23,4,2709.12,3,3,4,334,重要价值客户
156,1,361.11,1,1,2,112,流失客户
39,2,578.9399999999999,3,2,2,322,一般发展客户
190,2,873.74,1,2,3,123,重要挽留客户
360,1,201.20000000000002,1,1,1,111,流失客户
137,1,87.4,2,1,1,211,流失客户
8,4,2089.85,4,3,4,434,重要价值客户
1,1,360.0,4,1,2,412,一般发展客户
268,1,142.5,1,1,1,111,流失客户
169,1,371.89,1,1,2,112,流失客户
104,4,618.09,2,3,2,232,一般保持客户
155,1,63.75,1,1,1,111,流失客户
351,1,300.42,1,1,1,111,流失客户
4,10,2000.86,4,4,4,444,重要价值客户
120,1,15.0,2,1,1,211,流失客户
23,3,1385.51,3,3,3,333,重要价值客户
7,5,1456.79,4,4,3,443,重要价值客户
28,3,1132.03,3,3,3,333,重要价值客户
4,2,598.57,4,2,2,422,一般发展客户
22,5,1555.32,3,4,3,343,重要价值客户
2,3,775.94,4,3,3,433,重要价值客户
37,4,5977.7300000000005,3,3,4,334,重要价值客户
66,6,2273.68,2,4,4,244,重要发展客户
1,3,640.76,4,3,2,432,一般价值客户
5,26,10845.550000000001,4,4,4,444,重要价值客户
78,4,1548.7,2,3,3,233,重要发展客户
72,2,567.36,2,2,2,222,流失客户
17,1,199.48000000000002,4,1,1,411,一般发展客户
3,5,787.85,4,4,3,443,重要价值客户
36,10,7121.95,3,4,4,344,重要价值客户
82,1,675.3,2,1,3,213,重要挽留客户
39,8,3627.77,3,4,4,344,重要价值客户
316,1,1308.48,1,1,3,113,重要挽留客户
32,2,789.0,3,2,3,323,重要保持客户
93,3,1140.93,2,3,3,233,重要发展客户
14,1,350.9,4,1,2,412,一般发展客户
82,3,3536.82,2,3,4,234,重要发展客户
77,1,795.12,2,1,3,213,重要挽留客户
158,1,487.02,1,1,2,112,流失客户
201,1,860.12,1,1,3,113,重要挽留客户
45,7,10736.48,3,4,4,344,重要价值客户
261,1,775.85,1,1,3,113,重要挽留客户
178,1,353.43,1,1,2,112,流失客户
68,3,2543.72,2,3,4,234,重要发展客户
288,1,389.5,1,1,2,112,流失客户
70,1,341.36,2,1,2,212,流失客户
64,1,233.76,2,1,1,211,流失客户
11,1,247.32,4,1,1,411,一般发展客户
16,2,979.12,4,2,3,423,重要保持客户
66,1,373.94,2,1,2,212,流失客户
60,1,397.97999999999996,2,1,2,212,流失客户
71,1,743.53,2,1,3,213,重要挽留客户
122,1,674.7,2,1,3,213,重要挽留客户
80,1,768.24,2,1,3,213,重要挽留客户
257,1,609.95,1,1,2,112,流失客户
269,1,439.03,1,1,2,112,流失客户
64,1,439.56,2,1,2,212,流失客户
9,4,3090.7400000000002,4,3,4,434,重要价值客户
18,2,992.5,4,2,3,423,重要保持客户
71,1,134.95999999999998,2,1,1,211,流失客户
34,2,2225.37,3,2,4,324,重要保持客户
50,1,56.160000000000004,3,1,1,311,一般发展客户
257,2,623.4,1,2,2,122,流失客户
366,1,308.28000000000003,1,1,2,112,流失客户
372,1,754.87,1,1,3,113,重要挽留客户
90,1,378.64,2,1,2,212,流失客户
61,3,3312.25,2,3,4,234,重要发展客户
89,1,778.65,2,1,3,213,重要挽留客户
99,3,1019.76,2,3,3,233,重要发展客户
26,3,572.56,3,3,2,332,一般价值客户
32,6,3639.31,3,4,4,344,重要价值客户
281,1,222.99,1,1,1,111,流失客户
31,7,4151.93,3,4,4,344,重要价值客户
330,1,534.57,1,1,2,112,流失客户
131,2,677.1,2,2,3,223,重要挽留客户
11,3,797.96,4,3,3,433,重要价值客户
75,1,544.08,2,1,2,212,流失客户
204,1,59.8,1,1,1,111,流失客户
2,8,2520.02,4,4,4,444,重要价值客户
185,1,307.72,1,1,2,112,流失客户
29,2,1360.99,3,2,3,323,重要保持客户
73,5,1544.13,2,4,3,243,重要发展客户
192,1,457.34,1,1,2,112,流失客户
127,2,621.23,2,2,2,222,流失客户
18,1,75.0,4,1,1,411,一般发展客户
1,2,252.49,4,2,1,421,一般发展客户
74,3,572.451,2,3,2,232,一般保持客户
2,62,28117.04,4,4,4,444,重要价值客户
24,5,1003.06,3,4,3,343,重要价值客户
107,1,213.55,2,1,1,211,流失客户
134,3,1390.5,2,3,3,233,重要发展客户
44,2,712.5,3,2,3,323,重要保持客户
5,2,640.83,4,2,2,422,一般发展客户
12,18,6127.43,4,4,4,444,重要价值客户
64,1,221.06,2,1,1,211,流失客户
150,2,159.85,1,2,1,121,流失客户
40,2,1851.08,3,2,4,324,重要保持客户
64,1,2626.3,2,1,4,214,重要挽留客户
108,3,1624.21,2,3,3,233,重要发展客户
1,10,3641.32,4,4,4,444,重要价值客户
19,3,582.6,3,3,2,332,一般价值客户
10,1,218.47,4,1,1,411,一般发展客户
11,4,1006.8,4,3,3,433,重要价值客户
19,2,679.45,3,2,3,323,重要保持客户
67,2,1269.1,2,2,3,223,重要挽留客户
74,2,534.24,2,2,2,222,流失客户
5,7,3809.8900000000003,4,4,4,444,重要价值客户
2,1,196.89,4,1,1,411,一般发展客户
14,7,3408.06,4,4,4,444,重要价值客户
255,1,283.71,1,1,1,111,流失客户
92,1,296.64,2,1,1,211,流失客户
23,3,1129.14,3,3,3,333,重要价值客户
17,6,3539.37,4,4,4,444,重要价值客户
24,1,291.88,3,1,1,311,一般发展客户
27,6,2043.7199999999998,3,4,4,344,重要价值客户
26,5,2976.15,3,4,4,344,重要价值客户
259,2,590.0,1,2,2,122,流失客户
166,2,356.97999999999996,1,2,2,122,流失客户
25,2,1058.34,3,2,3,323,重要保持客户
18,6,1766.72,4,4,4,444,重要价值客户
7,14,9646.57,4,4,4,444,重要价值客户
29,2,183.44,3,2,1,321,一般发展客户
39,3,1445.0,3,3,3,333,重要价值客户
253,1,151.5,1,1,1,111,流失客户
58,1,674.68,2,1,3,213,重要挽留客户
184,1,307.9,1,1,2,112,流失客户
11,2,1083.71,4,2,3,423,重要保持客户
2,37,5704.97,4,4,4,444,重要价值客户
99,2,165.0,2,2,1,221,流失客户
1,4,2531.58,4,3,4,434,重要价值客户
61,2,422.64,2,2,2,222,流失客户
236,1,229.59,1,1,1,111,流失客户
191,4,1431.78,1,3,3,133,重要发展客户
179,2,1238.47,1,2,3,123,重要挽留客户
38,6,1454.58,3,4,3,343,重要价值客户
201,2,300.95,1,2,1,121,流失客户
46,5,1804.56,3,4,4,344,重要价值客户
232,1,184.64,1,1,1,111,流失客户
66,1,140.34,2,1,1,211,流失客户
241,1,313.8,1,1,2,112,流失客户
233,1,454.24,1,1,2,112,流失客户
78,3,1122.41,2,3,3,233,重要发展客户
58,3,575.4,2,3,2,232,一般保持客户
17,13,8968.31,4,4,4,444,重要价值客户
105,4,449.52,2,3,2,232,一般保持客户
52,10,1215.82,2,4,3,243,重要发展客户
136,3,1269.84,2,3,3,233,重要发展客户
275,2,618.63,1,2,2,122,流失客户
312,1,316.26000000000005,1,1,2,112,流失客户
8,5,2044.8700000000001,4,4,4,444,重要价值客户
11,2,653.33,4,2,2,422,一般发展客户
283,2,348.05,1,2,2,122,流失客户
18,5,1159.11,4,4,3,443,重要价值客户
23,3,1166.77,3,3,3,333,重要价值客户
288,1,1340.32,1,1,3,113,重要挽留客户
17,3,292.0,4,3,1,431,一般价值客户
71,1,216.85,2,1,1,211,流失客户
64,1,295.93,2,1,1,211,流失客户
73,4,4393.63,2,3,4,234,重要发展客户
316,2,458.52,1,2,2,122,流失客户
3,4,2479.16,4,3,4,434,重要价值客户
244,1,110.97,1,1,1,111,流失客户
9,7,979.72,4,4,3,443,重要价值客户
1,4,1791.56,4,3,4,434,重要价值客户
261,1,251.21,1,1,1,111,流失客户
127,1,205.1,2,1,1,211,流失客户
74,1,152.20000000000002,2,1,1,211,流失客户
73,4,891.12,2,3,3,233,重要发展客户
21,3,1389.41,3,3,3,333,重要价值客户
60,3,2128.42,2,3,4,234,重要发展客户
86,1,659.4399999999999,2,1,2,212,流失客户
78,1,122.75,2,1,1,211,流失客户
59,6,3624.35,2,4,4,244,重要发展客户
1,3,1093.65,4,3,3,433,重要价值客户
30,1,125.80000000000001,3,1,1,311,一般发展客户
33,5,3964.88,3,4,4,344,重要价值客户
41,5,680.1800000000001,3,4,3,343,重要价值客户
15,2,628.78,4,2,2,422,一般发展客户
34,7,2287.51,3,4,4,344,重要价值客户
79,2,307.76,2,2,2,222,流失客户
205,2,483.8,1,2,2,122,流失客户
34,1,210.31,3,1,1,311,一般发展客户
183,3,270.79,1,3,1,131,一般保持客户
2,25,5870.08,4,4,4,444,重要价值客户
1,7,3448.29,4,4,4,444,重要价值客户
43,7,1280.85,3,4,3,343,重要价值客户
86,3,631.34,2,3,2,232,一般保持客户
40,2,291.41,3,2,1,321,一般发展客户
12,3,626.99,4,3,2,432,一般价值客户
96,2,682.41,2,2,3,223,重要挽留客户
26,7,918.2,3,4,3,343,重要价值客户
319,1,91.80000000000001,1,1,1,111,流失客户
66,12,3740.07,2,4,4,244,重要发展客户
74,4,4149.28,2,3,4,234,重要发展客户
28,2,584.06,3,2,2,322,一般发展客户
6,4,605.06,4,3,2,432,一般价值客户
7,1,174.37,4,1,1,411,一般发展客户
216,1,141.85999999999999,1,1,1,111,流失客户
82,3,1799.33,2,3,4,234,重要发展客户
84,2,777.53,2,2,3,223,重要挽留客户
144,3,1749.02,1,3,4,134,重要发展客户
19,2,240.22,3,2,1,321,一般发展客户
41,2,874.71,3,2,3,323,重要保持客户
173,1,192.85,1,1,1,111,流失客户
17,2,373.75,4,2,2,422,一般发展客户
243,1,239.49,1,1,1,111,流失客户
13,12,2092.32,4,4,4,444,重要价值客户
206,1,1384.25,1,1,3,113,重要挽留客户
50,2,294.4,3,2,1,321,一般发展客户
23,5,732.0699999999999,3,4,3,343,重要价值客户
10,18,6717.34,4,4,4,444,重要价值客户
25,4,1687.6000000000001,3,3,4,334,重要价值客户
15,2,467.04,4,2,2,422,一般发展客户
309,1,118.0,1,1,1,111,流失客户
156,1,781.03,1,1,3,113,重要挽留客户
307,1,142.4,1,1,1,111,流失客户
64,1,712.4,2,1,3,213,重要挽留客户
16,9,2478.95,4,4,4,444,重要价值客户
15,2,379.65,4,2,2,422,一般发展客户
11,6,1981.92,4,4,4,444,重要价值客户
65,3,1117.13,2,3,3,233,重要发展客户
36,4,247.95999999999998,3,3,1,331,一般价值客户
108,5,2037.0800000000002,2,4,4,244,重要发展客户
53,1,396.97,2,1,2,212,流失客户
6,2,697.04,4,2,3,423,重要保持客户
47,1,180.17000000000002,3,1,1,311,一般发展客户
1,21,5153.67,4,4,4,444,重要价值客户
312,1,219.52,1,1,1,111,流失客户
45,2,693.32,3,2,3,323,重要保持客户
65,1,428.89,2,1,2,212,流失客户
26,1,164.34,3,1,1,311,一般发展客户
29,3,280.53999999999996,3,3,1,331,一般价值客户
40,1,678.01,3,1,3,313,重要保持客户
12,7,1131.88,4,4,3,443,重要价值客户
89,3,1171.8,2,3,3,233,重要发展客户
24,4,1610.46,3,3,3,333,重要价值客户
319,1,417.69,1,1,2,112,流失客户
40,3,544.18,3,3,2,332,一般价值客户
174,1,177.34,1,1,1,111,流失客户
117,1,213.85,2,1,1,211,流失客户
31,5,747.78,3,4,3,343,重要价值客户
253,1,257.23,1,1,1,111,流失客户
59,5,1638.47,2,4,3,243,重要发展客户
23,11,7792.36,3,4,4,344,重要价值客户
5,7,2031.78,4,4,4,444,重要价值客户
100,11,3070.42,2,4,4,244,重要发展客户
25,5,2121.27,3,4,4,344,重要价值客户
33,5,1575.16,3,4,3,343,重要价值客户
68,1,1071.03,2,1,3,213,重要挽留客户
37,5,949.12,3,4,3,343,重要价值客户
52,3,810.5,2,3,3,233,重要发展客户
16,1,122.64,4,1,1,411,一般发展客户
74,1,1033.34,2,1,3,213,重要挽留客户
216,1,354.8,1,1,2,112,流失客户
31,3,519.44,3,3,2,332,一般价值客户
16,4,2624.26,4,3,4,434,重要价值客户
120,1,252.1,2,1,1,211,流失客户
10,4,1678.1200000000001,4,3,4,434,重要价值客户
257,2,346.6,1,2,2,122,流失客户
17,6,1836.34,4,4,4,444,重要价值客户
35,2,94.2,3,2,1,321,一般发展客户
46,3,1095.08,3,3,3,333,重要价值客户
43,6,2707.33,3,4,4,344,重要价值客户
114,2,932.97,2,2,3,223,重要挽留客户
165,2,379.65,1,2,2,122,流失客户
11,2,382.14,4,2,2,422,一般发展客户
10,5,2639.17,4,4,4,444,重要价值客户
206,2,1573.2,1,2,3,123,重要挽留客户
86,3,897.76,2,3,3,233,重要发展客户
179,1,189.47,1,1,1,111,流失客户
60,3,84.65,2,3,1,231,一般保持客户
149,1,305.02,1,1,1,111,流失客户
3,21,6363.59,4,4,4,444,重要价值客户
51,2,218.55,3,2,1,321,一般发展客户
75,1,349.7,2,1,2,212,流失客户
301,2,186.39000000000001,1,2,1,121,流失客户
19,2,396.92,3,2,2,322,一般发展客户
151,2,486.82000000000005,1,2,2,122,流失客户
152,1,232.6,1,1,1,111,流失客户
1,4,3722.42,4,3,4,434,重要价值客户
18,4,827.83,4,3,3,433,重要价值客户
187,1,59.5,1,1,1,111,流失客户
286,1,67.23,1,1,1,111,流失客户
3,7,3119.44,4,4,4,444,重要价值客户
183,1,72.0,1,1,1,111,流失客户
63,1,910.0,2,1,3,213,重要挽留客户
59,1,172.25,2,1,1,211,流失客户
25,3,1488.32,3,3,3,333,重要价值客户
4,50,65039.62,4,4,4,444,重要价值客户
31,15,2504.13,3,4,4,344,重要价值客户
39,1,151.29999999999998,3,1,1,311,一般发展客户
155,1,308.58000000000004,1,1,2,112,流失客户
26,10,2265.12,3,4,4,344,重要价值客户
318,1,99.5,1,1,1,111,流失客户
5,9,2308.06,4,4,4,444,重要价值客户
8,3,711.86,4,3,3,433,重要价值客户
303,1,330.79,1,1,2,112,流失客户
267,2,806.41,1,2,3,123,重要挽留客户
271,1,296.88,1,1,1,111,流失客户
4,13,6328.05,4,4,4,444,重要价值客户
32,1,180.48,3,1,1,311,一般发展客户
219,2,252.06,1,2,1,121,流失客户
247,1,228.84,1,1,1,111,流失客户
281,5,1079.34,1,4,3,143,重要发展客户
269,1,138.28,1,1,1,111,流失客户
32,6,1445.01,3,4,3,343,重要价值客户
246,2,306.55,1,2,1,121,流失客户
15,5,1041.68,4,4,3,443,重要价值客户
117,4,799.9,2,3,3,233,重要发展客户
36,1,524.14,3,1,2,312,一般发展客户
132,3,2375.41,2,3,4,234,重要发展客户
217,1,199.85000000000002,1,1,1,111,流失客户
50,8,1980.56,3,4,4,344,重要价值客户
39,2,1079.6599999999999,3,2,3,323,重要保持客户
29,2,333.48,3,2,2,322,一般发展客户
37,6,1016.14,3,4,3,343,重要价值客户
136,2,752.6,2,2,3,223,重要挽留客户
219,2,610.59,1,2,2,122,流失客户
28,1,491.86,3,1,2,312,一般发展客户
25,4,2885.2400000000002,3,3,4,334,重要价值客户
5,2,731.9,4,2,3,423,重要保持客户
200,1,339.59999999999997,1,1,2,112,流失客户
18,1,216.9,4,1,1,411,一般发展客户
241,1,350.75,1,1,2,112,流失客户
72,3,668.4300000000001,2,3,2,232,一般保持客户
17,12,3131.02,4,4,4,444,重要价值客户
3,7,1341.6,4,4,3,443,重要价值客户
95,2,1156.36,2,2,3,223,重要挽留客户
162,1,300.04,1,1,1,111,流失客户
374,1,79.6,1,1,1,111,流失客户
96,5,948.25,2,4,3,243,重要发展客户
54,5,1647.26,2,4,3,243,重要发展客户
288,1,296.25,1,1,1,111,流失客户
124,6,1186.28,2,4,3,243,重要发展客户
288,1,741.26,1,1,3,113,重要挽留客户
152,2,282.59999999999997,1,2,1,121,流失客户
4,9,2161.35,4,4,4,444,重要价值客户
2,14,5189.52,4,4,4,444,重要价值客户
12,7,3190.55,4,4,4,444,重要价值客户
33,2,659.4100000000001,3,2,2,322,一般发展客户
54,2,286.79,2,2,1,221,流失客户
50,2,1070.65,3,2,3,323,重要保持客户
219,1,306.72,1,1,1,111,流失客户
63,1,1714.96,2,1,4,214,重要挽留客户
71,3,1521.76,2,3,3,233,重要发展客户
2,37,17220.36,4,4,4,444,重要价值客户
2,10,2796.51,4,4,4,444,重要价值客户
64,4,2634.45,2,3,4,234,重要发展客户
34,3,1132.13,3,3,3,333,重要价值客户
82,1,345.0,2,1,2,212,流失客户
1,33,25977.16,4,4,4,444,重要价值客户
103,1,178.7,2,1,1,211,流失客户
7,2,360.01,4,2,2,422,一般发展客户
251,1,127.84,1,1,1,111,流失客户
13,6,912.0,4,4,3,443,重要价值客户
10,11,2462.79,4,4,4,444,重要价值客户
367,1,230.39999999999998,1,1,1,111,流失客户
76,2,309.04,2,2,2,222,流失客户
4,1,348.8,4,1,2,412,一般发展客户
128,2,1516.0,2,2,3,223,重要挽留客户
66,2,195.55,2,2,1,221,流失客户
1,57,37153.85,4,4,4,444,重要价值客户
117,2,688.86,2,2,3,223,重要挽留客户
310,1,558.32,1,1,2,112,流失客户
67,1,324.8,2,1,2,212,流失客户
139,3,4599.42,2,3,4,234,重要发展客户
255,1,277.07,1,1,1,111,流失客户
31,7,2635.79,3,4,4,344,重要价值客户
52,2,924.6,2,2,3,223,重要挽留客户
64,1,256.38,2,1,1,211,流失客户
367,1,112.6,1,1,1,111,流失客户
6,5,1747.66,4,4,4,444,重要价值客户
305,1,155.05,1,1,1,111,流失客户
29,3,1499.01,3,3,3,333,重要价值客户
184,3,814.5,1,3,3,133,重要发展客户
42,3,539.0,3,3,2,332,一般价值客户
40,4,1366.8600000000001,3,3,3,333,重要价值客户
92,2,1579.12,2,2,3,223,重要挽留客户
22,4,4027.36,3,3,4,334,重要价值客户
24,2,571.6700000000001,3,2,2,322,一般发展客户
29,2,382.98,3,2,2,322,一般发展客户
302,3,1140.35,1,3,3,133,重要发展客户
145,2,385.64,1,2,2,122,流失客户
6,2,632.0,4,2,2,422,一般发展客户
19,2,957.66,3,2,3,323,重要保持客户
33,5,1698.94,3,4,4,344,重要价值客户
176,1,189.5,1,1,1,111,流失客户
58,3,412.05,2,3,2,232,一般保持客户
22,1,209.49,3,1,1,311,一般发展客户
16,6,2202.99,4,4,4,444,重要价值客户
19,1,52.199999999999996,3,1,1,311,一般发展客户
159,1,384.8,1,1,2,112,流失客户
25,4,834.57,3,3,3,333,重要价值客户
212,2,271.24,1,2,1,121,流失客户
6,4,691.73,4,3,3,433,重要价值客户
253,1,85.0,1,1,1,111,流失客户
59,9,3385.62,2,4,4,244,重要发展客户
11,1,361.62,4,1,2,412,一般发展客户
65,1,312.98,2,1,2,212,流失客户
25,3,865.0600000000001,3,3,3,333,重要价值客户
92,3,1255.0,2,3,3,233,重要发展客户
52,2,1537.95,2,2,3,223,重要挽留客户
129,1,1595.48,2,1,3,213,重要挽留客户
96,3,2651.46,2,3,4,234,重要发展客户
57,1,1090.14,2,1,3,213,重要挽留客户
9,25,8109.5199999999995,4,4,4,444,重要价值客户
169,3,388.5,1,3,2,132,一般保持客户
57,1,216.17,2,1,1,211,流失客户
326,1,201.16,1,1,1,111,流失客户
1,5,1245.9,4,4,3,443,重要价值客户
18,8,2209.36,4,4,4,444,重要价值客户
248,1,305.78,1,1,1,111,流失客户
58,4,501.56,2,3,2,232,一般保持客户
74,1,145.67000000000002,2,1,1,211,流失客户
31,3,1015.29,3,3,3,333,重要价值客户
7,2,3192.54,4,2,4,424,重要保持客户
123,4,3104.95,2,3,4,234,重要发展客户
2,8,2770.94,4,4,4,444,重要价值客户
23,13,6403.25,3,4,4,344,重要价值客户
120,3,389.6,2,3,2,232,一般保持客户
358,1,540.45,1,1,2,112,流失客户
54,5,1786.79,2,4,4,244,重要发展客户
64,1,122.7,2,1,1,211,流失客户
86,1,117.24,2,1,1,211,流失客户
55,1,1281.53,2,1,3,213,重要挽留客户
21,13,3219.77,3,4,4,344,重要价值客户
4,20,17159.52,4,4,4,444,重要价值客户
3,5,1191.13,4,4,3,443,重要价值客户
11,5,2674.48,4,4,4,444,重要价值客户
7,5,787.6,4,4,3,443,重要价值客户
189,2,506.8,1,2,2,122,流失客户
71,1,243.56,2,1,1,211,流失客户
204,1,349.55,1,1,2,112,流失客户
120,2,605.63,2,2,2,222,流失客户
93,1,416.90000000000003,2,1,2,212,流失客户
1,10,1883.8100000000002,4,4,4,444,重要价值客户
27,4,632.97,3,3,2,332,一般价值客户
298,1,821.1,1,1,3,113,重要挽留客户
24,3,564.62,3,3,2,332,一般价值客户
28,4,2593.07,3,3,4,334,重要价值客户
50,1,311.16,3,1,2,312,一般发展客户
326,1,155.93,1,1,1,111,流失客户
16,2,388.52,4,2,2,422,一般发展客户
183,3,740.95,1,3,3,133,重要发展客户
72,5,2867.2,2,4,4,244,重要发展客户
37,2,332.64,3,2,2,322,一般发展客户
80,4,2369.55,2,3,4,234,重要发展客户
57,9,2580.91,2,4,4,244,重要发展客户
12,2,626.45,4,2,2,422,一般发展客户
50,2,272.04,3,2,1,321,一般发展客户
50,2,1212.8400000000001,3,2,3,323,重要保持客户
59,2,384.81,2,2,2,222,流失客户
352,1,172.25,1,1,1,111,流失客户
54,1,351.13,2,1,2,212,流失客户
2,6,1838.8500000000001,4,4,4,444,重要价值客户
93,4,678.25,2,3,3,233,重要发展客户
23,1,223.85000000000002,3,1,1,311,一般发展客户
75,1,348.99,2,1,2,212,流失客户
11,4,464.57,4,3,2,432,一般价值客户
169,2,842.65,1,2,3,123,重要挽留客户
58,2,337.34,2,2,2,222,流失客户
96,2,1237.53,2,2,3,223,重要挽留客户
295,1,307.4,1,1,1,111,流失客户
109,2,608.7900000000001,2,2,2,222,流失客户
264,1,922.1,1,1,3,113,重要挽留客户
180,1,376.58,1,1,2,112,流失客户
169,1,158.85,1,1,1,111,流失客户
35,1,71.66,3,1,1,311,一般发展客户
23,3,568.55,3,3,2,332,一般价值客户
17,4,839.14,4,3,3,433,重要价值客户
22,5,5112.96,3,4,4,344,重要价值客户
79,3,561.5699999999999,2,3,2,232,一般保持客户
65,1,90.6,2,1,1,211,流失客户
361,1,102.0,1,1,1,111,流失客户
3,6,2427.32,4,4,4,444,重要价值客户
11,4,745.06,4,3,3,433,重要价值客户
176,3,674.45,1,3,2,132,一般保持客户
218,2,3251.071,1,2,4,124,重要挽留客户
7,7,3515.68,4,4,4,444,重要价值客户
2,2,439.92,4,2,2,422,一般发展客户
154,2,322.96,1,2,2,122,流失客户
